item_id,name,config_type,config_key,default_value,recommended_value,category,risk_level,source_file,source_line,description,default_enabled,latency_relevant,throughput_relevant
ac_eplb_algorithm_execution_interval,eplb_config.algorithm_execution_interval,additional_config,eplb_config.algorithm_execution_interval,1000,1000,scheduling,low,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,EPLB算法执行间隔(步). 控制专家重分配频率. 过频繁增加开销,false,false,true
ac_eplb_expert_map_record_path,eplb_config.expert_map_record_path,additional_config,eplb_config.expert_map_record_path,None,按需设置,scheduling,medium,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,专家映射记录路径. 记录运行时专家分配到JSON. 用于离线分析和复用,false,false,true
ac_enable_cpu_binding,additional_config.enable_cpu_binding,additional_config,enable_cpu_binding,True,True,compute,low,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,启用CPU绑核. 将worker线程绑定到特定CPU核. 减少上下文切换提升性能. 默认开启,true,true,true
ac_enable_shared_expert_dp,additional_config.enable_shared_expert_dp,additional_config,enable_shared_expert_dp,False,按需设置,parallel,medium,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,启用shared expert DP. MoE模型shared expert使用DP并行. 需EP+TP>1,false,true,true
ac_multistream_overlap_shared_expert,additional_config.multistream_overlap_shared_expert,additional_config,multistream_overlap_shared_expert,False,True,compute,medium,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,多流重叠shared expert. MoE模型shared expert与routed expert并行执行. 减少MoE层延迟,false,true,true
ac_multistream_overlap_gate,additional_config.multistream_overlap_gate,additional_config,multistream_overlap_gate,False,True,compute,medium,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,多流重叠gate计算. MoE模型gate与上一层重叠执行. 减少MoE层延迟,false,true,true
ac_recompute_scheduler_enable,additional_config.recompute_scheduler_enable,additional_config,recompute_scheduler_enable,False,按需设置,memory,medium,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,启用重计算调度. 显存不足时重计算部分激活值. 用显存换计算. 大模型场景可开启,false,false,true
ac_enable_kv_nz,additional_config.enable_kv_nz,additional_config,enable_kv_nz,False,True,memory,medium,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,启用KV cache NZ格式. MLA模型PD分离D节点专用. 提升KV cache访问效率,false,true,false
ac_pa_shape_list,additional_config.pa_shape_list,additional_config,pa_shape_list,[],按需设置,compute,low,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,PagedAttention shape列表. 指定使用_npu_paged_attention的shape. 某些shape下旧算子更快,true,true,false
ac_SLO_limits_for_dynamic_batch,additional_config.SLO_limits_for_dynamic_batch,additional_config,SLO_limits_for_dynamic_batch,-1,按需设置,scheduling,medium,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,动态batch SLO限制. 设置延迟SLO目标. -1=禁用. 启用后调度器会限制batch大小以满足SLO,false,false,true
ac_enable_async_exponential,additional_config.enable_async_exponential,additional_config,enable_async_exponential,False,True,compute,low,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,启用异步指数采样. AscendSampler异步执行指数分布采样. 与batch_invariant互斥,false,true,false
ac_layer_sharding,additional_config.layer_sharding,additional_config,layer_sharding,None,按需设置,parallel,high,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,层分片配置. 细粒度控制每层的并行策略. 需配合FLASHCOMM2和DSA-CP. 不配合使用会严重降性能,false,true,true
ac_dump_config_path,additional_config.dump_config_path,additional_config,dump_config_path,None,None,compute,low,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,Dump配置路径. PrecisionDebugger配置文件路径. 精度调试用. 生产环境不需要,false,false,false
ac_sp_threshold,additional_config.sp_threshold,additional_config,sp_threshold,None,按需设置,parallel,low,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,SP阈值. 序列并行的token数阈值. 超过此值启用SP. 影响通信和计算的平衡,false,true,true
fusion_matmul_allreduce_rmsnorm,MatmulAllReduceRMSNorm融合,fusion_op,ascend_compilation_config.fuse_allreduce_rms,False,True,compilation,medium,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,融合matmul_allreduce_add_rmsnorm算子. TP场景将matmul+allreduce+add+rmsnorm合并为单个kernel. 减少4次kernel launch为1次. 需enable_npugraph_ex配合,false,true,true
fusion_gmm_swiglu_quant,GMM+SwiGLU+Quant融合,fusion_op,ascend_fusion_config.fusion_ops_gmmswigluquant,False,True,compilation,medium,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,融合GroupedMatMul+SwiGLU+Quantize算子. MoE FFN专用. 将3个算子合并为1个kernel. W8A8量化MoE模型建议开启,false,true,true
fusion_norm_quant,Norm+Quant融合,fusion_op,ascend_compilation_config.fuse_norm_quant,False,True,compilation,medium,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,融合RMSNorm+Quantize算子. W8A8量化场景将归一化和量化合并执行. 减少kernel launch和中间tensor分配,false,true,false
fusion_qknorm_rope,QKNorm+RoPE融合,fusion_op,ascend_compilation_config.fuse_qknorm_rope,False,True,compilation,medium,/vllm-workspace/vllm-ascend/vllm_ascend/ascend_config.py,0,融合QKNorm+RoPE算子. 将query/key归一化和旋转位置编码合并. 减少attention前处理开销,false,true,false
arch_batch_invariant,Batch Invariant模式,architecture,compilation_config.batch_invariant,False,True,graph,medium,/vllm-workspace/vllm/vllm/model_executor/layers/batch_invariant.py,0,Batch Invariant模式. 固定batch维度使graph捕获更高效. 减少graph重编译. 需compilation_config支持,false,true,true
arch_sleep_mode,Sleep/WakeUp模式,architecture,VLLM_SLEEP_WHEN_IDLE,False,按需设置,memory,low,/vllm-workspace/vllm-ascend/vllm_ascend/worker/,0,空闲时释放NPU显存(sleep). 多实例共享NPU场景节省显存. 请求到来时自动唤醒. 增加首次请求延迟,false,false,true
cc_level,compilation_config.level,compilation_config,compilation_config.level,0,按需设置,compilation,medium,/vllm-workspace/vllm/vllm/config/compilation.py,0,编译优化级别. 0=无编译 1=基础 2=中等 3=完全. NPU上配合graph模式使用,true,true,true
cc_cudagraph_capture_sizes,compilation_config.cudagraph_capture_sizes,compilation_config,compilation_config.cudagraph_capture_sizes,None,按需设置,graph,medium,/vllm-workspace/vllm/vllm/config/compilation.py,0,CUDAGraph/NPUGraph捕获的batch size列表. 指定需要捕获的batch大小. 覆盖常见batch size可减少重编译,false,true,true
cc_max_cudagraph_capture_size,compilation_config.max_cudagraph_capture_size,compilation_config,compilation_config.max_cudagraph_capture_size,None,按需设置,graph,medium,/vllm-workspace/vllm/vllm/config/compilation.py,0,最大graph捕获batch size. 超过此大小不使用graph. 过大增加显存占用,false,true,true
cc_compile_sizes,compilation_config.compile_sizes,compilation_config,compilation_config.compile_sizes,[],按需设置,compilation,low,/vllm-workspace/vllm/vllm/config/compilation.py,0,编译的静态shape列表. 指定需要编译优化的shape. 减少动态shape的编译开销,false,true,true
cc_compile_ranges_split_points,compilation_config.compile_ranges_split_points,compilation_config,compilation_config.compile_ranges_split_points,[],按需设置,compilation,low,/vllm-workspace/vllm/vllm/config/compilation.py,0,编译范围分割点. 控制graph分段编译的边界. 配合fuse_allreduce_rms等融合算子使用,false,true,true
cc_use_cudagraph,compilation_config.use_cudagraph,compilation_config,compilation_config.use_cudagraph,False,True,graph,medium,/vllm-workspace/vllm/vllm/config/compilation.py,0,启用CUDAGraph/NPUGraph. 录制和回放算子序列减少launch开销. 生产环境强烈建议开启,false,true,true
spec_method,speculative_config.method,speculative_config,speculative_config.method,None,按需设置,speculative,high,/vllm-workspace/vllm/vllm/config/speculative.py,0,投机解码方法. ngram/draft_model/eagle等. 不同方法适用不同场景. ngram无需额外模型,false,true,false
spec_num_speculative_tokens,speculative_config.num_speculative_tokens,speculative_config,speculative_config.num_speculative_tokens,None,3-5,speculative,high,/vllm-workspace/vllm/vllm/config/speculative.py,0,投机token数. 每步预测的token数. 增大可提升加速比但降低接受率. 建议3-5,false,true,false
spec_draft_tensor_parallel_size,speculative_config.draft_tensor_parallel_size,speculative_config,speculative_config.draft_tensor_parallel_size,None,1,speculative,medium,/vllm-workspace/vllm/vllm/config/speculative.py,0,Draft模型TP大小. draft模型的张量并行度. 通常设为1因为draft模型较小,false,true,false
